Date,Adj Close,Close,High,Low,Open,Volume
2014/11/3,2017.81005859375,2017.81005859375,2024.4599609375,2013.6800537109375,2018.2099609375,3555440000
2014/11/4,2012.0999755859375,2012.0999755859375,2015.97998046875,2001.010009765625,2015.81005859375,3956260000
2014/11/5,2023.5699462890625,2023.5699462890625,2023.77001953125,2014.4200439453125,2015.2900390625,3766590000
2014/11/6,2031.2099609375,2031.2099609375,2031.6099853515625,2015.8599853515625,2023.3299560546875,3669770000
2014/11/7,2031.9200439453125,2031.9200439453125,2034.260009765625,2025.0699462890625,2032.3599853515625,3704280000
2014/11/10,2038.260009765625,2038.260009765625,2038.699951171875,2030.1700439453125,2032.010009765625,3284940000
2014/11/11,2039.6800537109375,2039.6800537109375,2041.280029296875,2035.280029296875,2038.199951171875,2958320000
2014/11/12,2038.25,2038.25,2040.3299560546875,2031.949951171875,2037.75,3246650000
2014/11/13,2039.3299560546875,2039.3299560546875,2046.1800537109375,2030.43994140625,2039.2099609375,3455270000
2014/11/14,2039.8199462890625,2039.8199462890625,2042.219970703125,2035.199951171875,2039.739990234375,3227130000
2014/11/17,2041.3199462890625,2041.3199462890625,2043.0699462890625,2034.4599609375,2038.2900390625,3152890000
2014/11/18,2051.800048828125,2051.800048828125,2056.080078,2041.47998046875,2041.47998046875,3416190000
2014/11/19,2048.719970703125,2048.719970703125,2052.139892578125,2040.3699951171875,2051.159912109375,3390850000
2014/11/20,2052.75,2052.75,2053.840087890625,2040.489990234375,2045.8699951171875,3128290000
2014/11/21,2063.5,2063.5,2071.4599609375,2056.75,2057.4599609375,3916420000
2014/11/24,2069.409912109375,2069.409912109375,2070.169922,2065.070068359375,2065.070068359375,3128060000
2014/11/25,2067.030029296875,2067.030029296875,2074.2099609375,2064.75,2070.14990234375,3392940000
2014/11/26,2072.830078,2072.830078,2073.2900390625,2066.6201171875,2067.360107421875,2745260000
2014/11/28,2067.56005859375,2067.56005859375,2075.760009765625,2065.06005859375,2074.780029296875,2504640000
2014/12/1,2053.43994140625,2053.43994140625,2065.780029296875,2049.570068359375,2065.780029296875,4159010000
2014/12/2,2066.550048828125,2066.550048828125,2068.77001953125,2053.77001953125,2053.77001953125,3686650000
2014/12/3,2074.330078,2074.330078,2076.280029296875,2066.64990234375,2067.449951171875,3612680000
2014/12/4,2071.919922,2071.919922,2077.340087890625,2062.340087890625,2073.639892578125,3408340000
2014/12/5,2075.3701171875,2075.3701171875,2079.469970703125,2070.81005859375,2072.780029296875,3419620000
